project_code,title,description,state,district,constituency,block_or_taluk,village_or_ward,latitude,longitude,mp_name,mp_house,sector,status,sanction_date,expected_completion_date,actual_completion_date,agency_id,agency_name,agency_type,sanctioned_amount,released_amount,expenditure_amount,unspent_balance,financial_progress_pct,physical_progress_pct,output_unit,physical_quantity,cost_per_unit,archetype,data_attribution
MPLAD-MA-PUN-01474,Construction of Check Dam across local seasonal stream for groundwater recharge at Baramati,"Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Baramati. Implemented by District Rural Development Agency for public benefit in Baramati, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Baramati,18.489635,73.996629,Murlidhar Mohol,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2023-12-03,2024-09-11,,AGY-DRDA-PUN,District Rural Development Agency,Line Department,6210000,5876249.29,5423625.68,452623.61,87.3,19.4,check_dam,3.0,2070000.0,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01587,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Sanwer",Work,Madhya Pradesh,Indore,Indore (LS-26),Mhow,Sanwer,22.707595,75.83336,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-11-05,2026-08-10,,AGY-DRDA-IND,District Rural Development Agency,Line Department,3280000,2722400.0,2624000.0,98400.0,80.0,88.0,classroom_block,2.0,1640000.0,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01468,Construction of gabion flood protection retaining wall along vulnerable bank in Magadi,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Magadi. Implemented by Apex Engineering & Construction Syndicate for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.19241,77.699639,C. N. Manjunath,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-04-12,2025-02-02,,AGY-CONTR-102-BEN,Apex Engineering & Construction Syndicate,Registered Contractor,6740000,6376569.83,6024661.68,351908.15,89.4,18.9,check_dam,3.7,1821621.62,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01290,Construction of Check Dam across local seasonal stream for groundwater recharge at Hosakote,"Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Hosakote. Implemented by Zilla Parishad Engineering Cell for public benefit in Hosakote, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Hosakote,13.265672,77.562025,C. N. Manjunath,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-09-09,2026-06-05,,AGY-ZP-BEN,Zilla Parishad Engineering Cell,Panchayati Raj,2020000,1939200.0,1535200.0,404000.0,76.0,84.4,check_dam,1.1,1836363.64,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01059,Construction of Cement Concrete (CC) Road with side drains from Jhotwara to Shahpura,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Jhotwara to Shahpura. Implemented by Shree Balaji Civic Builders for public benefit in Jhotwara, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Jhotwara,26.888917,75.920669,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-05-23,2025-03-18,,AGY-CONTR-103-JAI,Shree Balaji Civic Builders,Registered Contractor,11100000,10989000.0,10656000.0,333000.0,96.0,98.0,kilometer,4.4,2522727.27,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01176,Construction of Cement Concrete (CC) Road with side drains from Betma to Depalpur,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Betma to Depalpur. Implemented by Gram Panchayat Development Committee for public benefit in Betma, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Betma,22.705874,75.827071,Shankar Lalwani,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-03-04,2026-02-17,,AGY-PRI-IND,Gram Panchayat Development Committee,Panchayati Raj,5490000,4941000.0,4556700.0,384300.0,83.0,85.2,kilometer,3.0,1830000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01233,Procurement of Basic Life Support Mobile Ambulance van for community health services in Bengaluru Rural,"Administrative sanction under MPLADS for: Procurement of Basic Life Support Mobile Ambulance van for community health services in Bengaluru Rural. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Devanahalli, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.344457,77.591872,C. N. Manjunath,Lok Sabha,Health & Sanitation,IN_PROGRESS,2023-11-12,2024-09-19,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,13430000,11952700.0,11012600.0,940100.0,82.0,80.5,facility_center,4.8,2797916.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01028,Laying of piped drinking water distribution network for scheduled caste colony in Hosakote,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Hosakote. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Hosakote, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Hosakote,13.303439,77.650518,C. N. Manjunath,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-05-14,2025-02-22,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,2070000,1697400.0,1428300.0,269100.0,69.0,94.6,water_installation,4.2,492857.14,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01355,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Cantt","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Cantt. Implemented by Apex Engineering & Construction Syndicate for public benefit in Cantt, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Cantt,25.258028,82.988898,Narendra Modi,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-07-31,2026-04-12,,AGY-CONTR-102-VAR,Apex Engineering & Construction Syndicate,Registered Contractor,5440000,4678400.0,4243200.0,435200.0,78.0,90.8,classroom_block,3.2,1700000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01004,"Setting up of automated diagnostic lab unit at Community Health Centre, Mhow","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Mhow. Implemented by Apex Engineering & Construction Syndicate for public benefit in Mhow, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Mhow,22.780084,75.863816,Shankar Lalwani,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-02-02,2024-12-31,,AGY-CONTR-102-IND,Apex Engineering & Construction Syndicate,Registered Contractor,12770000,11493000.0,10854500.0,638500.0,85.0,91.3,facility_center,4.5,2837777.78,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01308,Laying of piped drinking water distribution network for scheduled caste colony in Sulur,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Sulur. Implemented by Gram Panchayat Development Committee for public benefit in Sulur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Sulur,10.972218999999999,76.959847,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-09-02,2026-08-26,,AGY-PRI-COI,Gram Panchayat Development Committee,Panchayati Raj,1540000,1216600.0,1170400.0,46200.0,76.0,76.4,water_installation,3.9,394871.79,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01334,Upgradation of link road and culvert bridging at Khadakwasla,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Khadakwasla. Implemented by Public Works Department (Div-1) for public benefit in Khadakwasla, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Khadakwasla,18.510035,73.879438,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2026-02-26,2027-02-14,,AGY-PWD-PUN,Public Works Department (Div-1),Line Department,9300000,3813000.0,3162000.0,651000.0,34.0,40.7,kilometer,3.7,2513513.51,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01200,"Setting up of automated diagnostic lab unit at Community Health Centre, Sanwer","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Sanwer. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Sanwer, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Sanwer,22.778812,75.816566,Shankar Lalwani,Lok Sabha,Health & Sanitation,IN_PROGRESS,2023-12-14,2024-07-28,,AGY-CONTR-101-IND,Vanguard Infra Projects Pvt Ltd,Registered Contractor,13800000,13110000.0,12558000.0,552000.0,91.0,97.5,facility_center,3.7,3729729.73,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01440,Procurement of Basic Life Support Mobile Ambulance van for community health services in Varanasi,"Administrative sanction under MPLADS for: Procurement of Basic Life Support Mobile Ambulance van for community health services in Varanasi. Implemented by Gram Panchayat Development Committee for public benefit in Cantt, Varanasi. (Contains specialized premium design parameters and expedited specifications).",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Cantt,25.274842,82.929793,Narendra Modi,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-07-13,2025-04-11,,AGY-PRI-VAR,Gram Panchayat Development Committee,Panchayati Raj,42200000,37980000.0,32283000.0,5697000.0,76.5,94.0,facility_center,2.5,16880000.0,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01599,Rejuvenation of traditional percolation tank and public drinking well at Jhotwara,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Jhotwara. Implemented by Public Works Department (Div-1) for public benefit in Jhotwara, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Jhotwara,,,Manju Sharma,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-03-04,2026-12-08,,AGY-PWD-JAI,Public Works Department (Div-1),Line Department,2150000,1376000.0,1247000.0,129000.0,58.0,48.9,water_installation,4.2,511904.76,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01018,Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Magadi,"Administrative sanction under MPLADS for: Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Magadi. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.255196,77.484142,C. N. Manjunath,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-03-25,2025-02-13,,AGY-MUNC-BEN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,14140000,12867400.0,11594800.0,1272600.0,82.0,82.7,community_hall,3.9,3625641.03,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01008,Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Siliguri,"Administrative sanction under MPLADS for: Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Siliguri. Implemented by Apex Engineering & Construction Syndicate for public benefit in Siliguri, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,27.116281,88.247499,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-01-23,2024-08-15,,AGY-CONTR-102-DAR,Apex Engineering & Construction Syndicate,Registered Contractor,10890000,10781100.0,8712000.0,2069100.0,80.0,98.4,community_hall,2.8,3889285.71,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01368,Development of Rural Sports Playground with boundary wall and athletic track at Shivajinagar,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Shivajinagar. Implemented by Gram Panchayat Development Committee for public benefit in Shivajinagar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Shivajinagar,18.46791,73.964933,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-06-12,2025-12-19,,AGY-PRI-PUN,Gram Panchayat Development Committee,Panchayati Raj,17700000,15576000.0,15222000.0,354000.0,86.0,94.5,community_hall,4.6,3847826.09,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01259,Construction of gabion flood protection retaining wall along vulnerable bank in Shahpura,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Shahpura. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Shahpura, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Shahpura,27.03103,75.798267,Manju Sharma,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-06-19,2026-05-03,,AGY-JAL-JAI,State Rural Water Supply & Sanitation Board,Line Department,9950000,8855500.0,7462500.0,1393000.0,75.0,98.0,check_dam,4.1,2426829.27,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01514,Setting up of Community RO Water Purification Plant with distribution kiosk at Kinathukadavu,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Kinathukadavu. Implemented by District Rural Development Agency for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,11.095973,76.961882,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,STALLED,2023-06-04,2024-03-30,,AGY-DRDA-COI,District Rural Development Agency,Line Department,1190000,833000.0,708050.0,124950.0,59.5,46.1,water_installation,2.1,566666.67,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01221,Construction of Cement Concrete (CC) Road with side drains from Bassi to Chaksu,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Bassi to Chaksu. Implemented by District Rural Development Agency for public benefit in Bassi, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Bassi,26.965487,75.810935,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2026-04-22,2027-04-20,,AGY-DRDA-JAI,District Rural Development Agency,Line Department,3970000,1032200.0,992500.0,39700.0,25.0,22.7,kilometer,1.6,2481250.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01272,"Construction of modern girls toilet block and sanitation facility at Primary School, Chaksu","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Chaksu. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Chaksu, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Chaksu,26.961101,75.80394,Manju Sharma,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2026-04-28,2027-02-20,,AGY-JAL-JAI,State Rural Water Supply & Sanitation Board,Line Department,8350000,3173000.0,2672000.0,501000.0,32.0,27.5,classroom_block,4.7,1776595.74,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01372,"Construction of modern girls toilet block and sanitation facility at Primary School, Siliguri","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Siliguri. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Siliguri, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,26.984802,88.336109,Raju Bista,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-07-31,2025-02-09,,AGY-JAL-DAR,State Rural Water Supply & Sanitation Board,Line Department,6870000,6114300.0,4671600.0,1442700.0,68.0,97.1,classroom_block,3.9,1761538.46,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01417,Construction of Community Sanitary Complex with biological septic filtration in Kashi,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Kashi. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Kashi, Varanasi. (Contains specialized premium design parameters and expedited specifications).",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Kashi,25.306946,83.033924,Narendra Modi,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-08-23,2025-03-18,,AGY-JAL-VAR,State Rural Water Supply & Sanitation Board,Line Department,18770000,16893000.0,14359050.0,2533950.0,76.5,89.7,facility_center,2.4,7820833.33,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01337,Rejuvenation of traditional percolation tank and public drinking well at Doddaballapura,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Doddaballapura. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.158099,77.432974,C. N. Manjunath,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2023-12-09,2024-10-11,,AGY-MUNC-BEN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,2390000,2079300.0,1601300.0,478000.0,67.0,80.8,water_installation,4.6,519565.22,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01032,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Pindra,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Pindra. Implemented by Shree Balaji Civic Builders for public benefit in Pindra, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Pindra,25.25954,82.96053,Narendra Modi,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-11-05,2025-06-12,,AGY-CONTR-103-VAR,Shree Balaji Civic Builders,Registered Contractor,6030000,4944600.0,4100400.0,844200.0,68.0,82.1,check_dam,3.4,1773529.41,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
